Timestamp,Sender,retr,retr.total,cwnd,ssthresh
1623532539.830350,172.10.0.2:57436,,,4,3
1623532539.866358,172.10.0.2:57436,,,5,3
1623532539.905346,172.10.0.2:57436,,,5,3
1623532539.942149,172.10.0.2:57436,,,6,3
1623532539.977395,172.10.0.2:57436,,,6,3
1623532540.015372,172.10.0.2:57436,,,6,3
1623532540.052831,172.10.0.2:57436,,,6,3
1623532540.088688,172.10.0.2:57436,,,5,3
1623532540.125104,172.10.0.2:57436,,,5,3
1623532540.163862,172.10.0.2:57436,,,4,3
1623532540.200218,172.10.0.2:57436,,,5,3
1623532540.236221,172.10.0.2:57436,,,5,3
1623532540.272045,172.10.0.2:57436,,,5,3
1623532540.307924,172.10.0.2:57436,,,5,3
1623532540.344703,172.10.0.2:57436,,,5,3
1623532540.382277,172.10.0.2:57436,,,6,3
1623532540.419087,172.10.0.2:57436,,,6,3
1623532540.454740,172.10.0.2:57436,,,6,3
1623532540.490749,172.10.0.2:57436,,,5,3
1623532540.526928,172.10.0.2:57436,,,5,3
1623532540.566357,172.10.0.2:57436,,,5,3
1623532540.602775,172.10.0.2:57436,,,4,3
1623532540.638720,172.10.0.2:57436,,,5,3
1623532540.675597,172.10.0.2:57436,,,5,3
1623532540.714390,172.10.0.2:57436,,,5,3
1623532540.750655,172.10.0.2:57436,,,6,3
1623532540.787484,172.10.0.2:57436,,,6,3
1623532540.823297,172.10.0.2:57436,,,6,3
1623532540.860896,172.10.0.2:57436,,,5,3
1623532540.897243,172.10.0.2:57436,,,5,3
1623532540.935595,172.10.0.2:57436,,,4,3
1623532540.972368,172.10.0.2:57436,,,4,3
1623532541.009609,172.10.0.2:57436,,,5,3
1623532541.048038,172.10.0.2:57436,,,5,3
1623532541.084806,172.10.0.2:57436,,,5,3
1623532541.121329,172.10.0.2:57436,,,6,3
1623532541.157636,172.10.0.2:57436,,,6,3
1623532541.196410,172.10.0.2:57436,,,6,3
1623532541.232637,172.10.0.2:57436,,,5,3
1623532541.268746,172.10.0.2:57436,,,5,3
1623532541.307108,172.10.0.2:57436,,,4,3
1623532541.344072,172.10.0.2:57436,,,5,3
1623532541.383197,172.10.0.2:57436,,,5,3
1623532541.419580,172.10.0.2:57436,,,5,3
1623532541.456137,172.10.0.2:57436,,,5,3
1623532541.492934,172.10.0.2:57436,,,5,3
1623532541.529028,172.10.0.2:57436,,,6,3
1623532541.567326,172.10.0.2:57436,,,6,3
1623532541.604432,172.10.0.2:57436,,,6,3
1623532541.641058,172.10.0.2:57436,,,5,3
1623532541.679244,172.10.0.2:57436,,,5,3
1623532541.715828,172.10.0.2:57436,,,5,3
1623532541.752328,172.10.0.2:57436,,,4,3
1623532541.787670,172.10.0.2:57436,,,5,3
1623532541.824398,172.10.0.2:57436,,,5,3
1623532541.860987,172.10.0.2:57436,,,5,3
1623532541.897156,172.10.0.2:57436,,,6,3
1623532541.936071,172.10.0.2:57436,,,6,3
1623532541.971912,172.10.0.2:57436,,,6,3
1623532542.007394,172.10.0.2:57436,,,5,3
1623532542.046306,172.10.0.2:57436,,,5,3
1623532542.082668,172.10.0.2:57436,,,5,3
1623532542.119758,172.10.0.2:57436,,,4,3
1623532542.156067,172.10.0.2:57436,,,5,3
1623532542.194726,172.10.0.2:57436,,,5,3
